,region,education,jobtype,cptype,sales,employees,aversalary,capital,pros_encoded
236,1,3,1,0,3139.0,6.0,24.0,500.0,9.0
237,1,1,0,2,27074370.0,,36.0,26818703.0,23.0
238,1,3,1,0,3139.0,6.0,24.0,500.0,9.0
239,1,1,0,2,27074370.0,,36.0,26818703.0,23.0
240,1,0,0,1,460338.0,223.0,49.0,2500.0,15.0
241,1,2,0,0,,340.0,,,0.0
242,1,1,0,0,,,,,0.0
243,1,0,1,2,74818.0,32.0,52.0,34.0,12.0
244,1,3,1,0,60000.0,60.0,34.0,50.0,12.0
245,1,0,1,0,3707.0,12.0,41.0,100.0,13.0
246,1,2,1,0,4081.0,55.0,43.0,189.0,6.0
247,1,2,0,0,6801.0,23.0,44.0,202.0,6.0
248,1,2,0,0,6801.0,23.0,44.0,202.0,6.0
249,1,0,1,0,4122.0,10.0,51.0,50.0,0.0
250,1,2,0,0,,,,,0.0
251,1,0,1,1,436258.0,234.0,48.0,1100.0,3.0
252,1,0,0,0,,,,,0.0
253,1,0,0,0,,50.0,,,0.0
254,1,1,1,2,948881.0,2187.0,,2405.0,26.0
255,1,0,0,0,1000.0,20.0,27.0,50.0,0.0
256,1,0,0,0,221.0,357.0,41.0,14.0,24.0
257,1,0,0,0,221.0,357.0,41.0,14.0,24.0
258,1,2,0,0,2937.0,20.0,45.0,300.0,15.0
259,1,0,1,0,,,,,14.0
260,1,0,0,0,,16.0,35.0,50.0,4.0
261,1,0,1,1,11303.0,21.0,62.0,1000.0,11.0
262,1,0,0,2,22646319.0,5107.0,45.0,26473.0,34.0
263,1,0,0,0,,,35.0,50.0,4.0
264,1,0,0,0,161.0,3.0,33.0,15.0,8.0
265,1,3,1,0,,13.0,43.0,50.0,7.0
266,1,0,1,0,1683.0,18.0,48.0,100.0,3.0
267,1,0,1,0,100.0,0.0,,100.0,8.0
268,1,0,0,1,154299.0,937.0,33.0,7150.0,0.0
269,1,0,0,1,154299.0,937.0,33.0,7150.0,0.0
270,1,0,0,1,12414.0,,32.0,5637.0,5.0
271,1,0,0,1,154299.0,,33.0,7150.0,0.0
272,1,0,0,1,154299.0,,33.0,7150.0,0.0
273,1,0,0,1,154299.0,,33.0,7150.0,0.0
274,1,1,0,2,3861182.0,12894.0,51.0,10828.0,26.0
275,1,2,1,0,607.0,17.0,32.0,100.0,5.0
