,region,education,jobtype,cptype,sales,employees,aversalary,capital,pros_encoded
282,1,0,0,0,,-0.1408,0.1304,,-0.5
283,1,2,0,2,-0.0904,0.5041,-0.5217,-0.0904,0.05
284,1,4,1,1,0.2442,0.1157,0.5652,0.1131,0.15
285,1,0,0,1,0.2326,0.6805,1.3913,0.9591,0.4
286,1,3,1,1,-0.067,-0.1081,1.1304,-0.0904,0.0
287,1,0,1,1,1.3074,0.8883,0.3913,-0.1085,-0.1
288,1,0,0,0,-0.0504,-0.092,0.3478,-0.0926,-0.2
289,1,2,1,0,,,-0.7826,,-0.5
290,1,0,1,0,,,-0.6522,,-0.5
291,1,0,1,2,-0.0067,0.2015,-0.2174,0.3958,0.05
292,1,0,0,0,0.7644,2.2005,0.5652,0.103,0.2
293,1,3,0,0,,,,,-0.5
294,1,0,0,1,0.2379,-0.046,0.2609,-0.0881,-0.35
295,1,0,0,0,,-0.2085,,,-0.5
296,1,0,0,0,,,,,-0.4
297,1,0,0,0,,,,,-0.4
298,1,1,1,1,0.2442,0.1157,0.5652,0.1131,0.15
299,1,1,1,0,-0.1268,-0.1429,-0.2609,-0.0924,-0.2
300,1,0,1,1,0.0263,-0.0565,0.8261,0.113,0.35
301,1,0,1,0,,-0.2078,,,-0.5
302,1,3,1,0,-0.1212,-0.1771,0.2174,0.3763,-0.1
303,1,0,0,2,2.0819,1.4028,0.087,0.6464,0.55
304,1,1,0,1,0.3995,6.9807,-0.0435,0.0678,0.35
305,1,0,0,0,,-0.113,-0.2174,-0.1128,-0.35
306,1,1,0,0,-0.0732,0.0244,0.0,-0.0775,-0.1
307,1,2,0,1,0.0048,2.5797,,0.1356,-0.35
308,1,0,0,2,,,0.4348,,-0.15
309,1,0,1,0,,-0.2085,,,-0.4
310,1,0,1,0,,-0.2064,,,-0.5
311,1,0,1,0,-0.128,-0.1924,0.0435,-0.1065,-0.25
312,1,0,0,0,-0.1272,-0.1381,,-0.1123,0.15
313,1,3,0,0,-0.0958,-0.1945,0.1304,1.2046,-0.5
314,1,0,0,0,-0.0911,0.3172,0.6957,-0.0596,0.05
315,1,0,1,1,0.2193,0.624,-0.5217,1.5967,-0.25
316,1,0,1,0,,-0.0349,-0.4348,,-0.4
317,1,0,1,0,,,,,-0.5
318,1,2,0,0,-0.1276,,-0.3043,-0.1125,-0.45
319,1,0,0,0,,-0.1743,,,-0.5
320,1,0,0,0,-0.1281,-0.2036,-0.2609,-0.1085,-0.35
321,1,0,1,0,-0.0311,0.0084,-0.0435,-0.0883,0.25
322,1,1,0,0,,-0.2071,,,-0.5
323,1,3,1,0,-0.1212,-0.1771,0.2174,0.3763,-0.1
324,1,3,0,1,-0.0277,2.4403,0.2609,-0.1062,0.3
325,1,0,1,0,-0.1287,-0.2029,,-0.1038,-0.2
326,1,0,0,0,,,-0.8261,,-0.5
327,1,3,1,0,-0.1189,-0.152,0.1304,-0.0931,0.35
328,1,0,1,0,-0.1189,-0.152,0.1304,-0.0931,0.35
329,1,0,0,0,,,0.5652,,-0.5
330,1,3,0,1,1.4147,0.4678,,-0.0633,0.85
331,1,0,0,0,,1.1853,1.3913,13.5213,-0.05
332,1,2,0,0,-0.1277,,,-0.1119,-0.2
333,1,0,0,0,-0.1302,,,-0.1107,-0.45
334,1,0,1,0,,,,,-0.4
335,1,0,0,2,2.0819,1.4028,0.087,0.6464,0.55
336,1,2,0,1,0.3021,1.552,0.6957,-0.0993,0.0
337,1,1,0,0,,-0.2022,-0.5217,-0.1107,-0.5
338,1,0,1,0,,-0.2043,,,-0.3
339,1,3,0,0,,,,,-0.5
340,1,0,0,0,,-0.1673,,,-0.45
341,1,2,1,2,0.0943,1.0458,,1.3858,0.15
342,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
343,1,1,0,0,-0.0732,0.0244,0.0,-0.0775,-0.1
344,1,0,1,0,-0.1277,-0.1813,,,-0.35
345,1,0,0,0,,,,,-0.45
346,1,0,0,0,,,,,-0.45
347,1,0,1,0,-0.1288,-0.2071,,-0.1098,-0.1
348,1,0,0,2,21.5506,20.7077,,2.147,0.65
349,1,1,0,2,21.5506,20.7077,,2.147,0.65
350,1,0,1,0,-0.1283,-0.198,-0.1304,-0.1073,-0.1
351,1,3,1,0,,-0.1046,,,-0.5
352,1,2,1,0,,,,,-0.5
353,1,1,1,0,,-0.2057,,,-0.5
354,1,0,0,0,-0.1272,-0.115,,-0.1128,-0.35
355,1,2,0,0,,-0.2036,-0.4783,,-0.3
356,1,0,1,0,,-0.198,,,-0.45
357,2,0,0,0,95.8569,10.7799,0.8261,,0.95
358,2,0,1,1,21.3606,12.3409,,,0.4
359,2,0,0,2,0.0002,1.6385,0.6522,98.4116,0.3
360,2,0,1,2,0.0002,1.6385,0.6522,98.4116,0.3
361,2,0,0,2,17.6008,9.094,-1.3043,76.3061,0.9
362,2,0,1,1,-0.0994,-0.1241,0.913,0.0285,-0.2
363,2,0,0,2,17.6008,9.094,-1.3043,76.3061,0.9
364,2,0,0,2,17.6008,9.094,-1.3043,76.3061,0.9
365,2,3,1,2,0.6477,1.9055,-0.4348,0.4294,0.9
366,2,0,0,2,0.1979,0.4441,0.8696,0.3346,0.85
367,2,2,1,1,2.5043,4.9238,,6.4468,0.6
368,2,3,1,1,-0.117,-0.1785,,6.0131,1.05
369,2,2,0,2,2.4007,2.3029,,0.9737,1.0
370,2,0,1,1,0.052,0.1987,1.3043,0.8891,1.2
371,2,3,1,1,-0.117,-0.1785,,6.0131,1.05
372,2,1,1,2,7.2445,1.7758,1.4348,34.4936,0.9
373,2,0,0,2,2.626,1.9125,0.8261,1.017,0.55
374,2,0,0,2,0.0002,1.6385,0.6522,98.4116,0.3
375,2,3,1,1,0.0624,0.2482,0.6087,0.1062,0.65
376,2,0,1,1,1.3593,5.9418,-0.087,0.1448,1.05
377,2,0,1,2,0.0002,1.6385,0.6522,98.4116,0.3
378,2,1,0,1,0.7896,0.3612,0.2609,0.9375,1.95
379,2,0,0,1,2.5043,4.9238,,6.4468,0.6
380,2,0,0,2,-0.1013,0.1799,0.2174,-0.0972,0.15
381,2,1,0,2,6.703,4.7432,1.4348,2.4648,1.7
382,2,0,1,1,0.5885,10.3162,-0.1304,-0.0633,0.55
383,2,0,1,0,-0.0228,1.4042,0.0,-0.0904,-0.2
384,2,0,0,0,,-0.2085,,,-0.5
385,2,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
386,2,0,1,1,0.1911,-0.1645,0.0435,-0.0904,0.15
387,2,1,0,2,22.7143,,-0.2609,605.9868,0.65
388,2,2,1,1,0.4531,0.8158,-0.1739,1.4671,0.15
389,2,2,1,2,0.3691,0.0314,1.2609,1.6779,0.05
390,2,2,0,0,-0.1235,,0.087,-0.1062,-0.2
391,2,3,0,0,,-0.1799,0.6087,,-0.5
392,2,2,0,0,-0.1276,,-0.3043,-0.1125,-0.45
393,2,0,0,0,-0.1131,-0.0265,-0.1304,-0.1107,0.2
394,2,2,0,0,,,,,-0.25
395,2,0,0,0,-0.1281,-0.1743,,,-0.5
396,2,0,0,0,,-0.2064,,,-0.35
397,2,2,1,0,,-0.1952,,-0.1107,-0.5
398,2,3,0,1,-0.0277,2.0917,0.2609,-0.1062,0.3
399,2,1,0,2,1.5751,0.9566,,0.5696,0.85
400,2,1,0,1,-0.0624,0.2078,,0.0199,-0.25
401,2,0,0,0,,,,,-0.45
402,2,0,0,0,-0.1254,-0.1869,0.0435,-0.1062,-0.05
403,2,1,0,1,0.2953,0.1778,,-0.1058,0.4
404,2,0,1,1,,,,,-0.35
405,2,0,1,1,,,,,-0.35
406,2,0,0,1,0.0372,0.4888,-0.1739,1.5678,-0.35
407,2,0,1,0,-0.1018,-0.0132,0.1739,0.0,0.0
408,2,0,0,1,4.5712,,1.3913,6.4333,1.35
409,2,0,1,0,,,,,-0.5
410,2,0,1,0,-0.1277,-0.1813,,,-0.35
411,2,2,0,0,-0.0886,0.0181,0.0435,-0.1001,-0.1
412,2,1,0,2,22.7143,,-0.2609,605.9868,0.65
413,2,0,1,2,5.3814,5.3931,1.4348,8.2955,1.9
414,2,1,1,0,-0.1285,-0.1046,-0.5217,-0.1085,-0.5
415,2,2,0,0,,,,,-0.5
416,2,2,0,0,,,,,-0.5
417,2,0,1,0,,,,,-0.35
418,2,0,0,1,2.647,2.7471,0.8696,14.9583,0.45
419,2,1,1,0,,,-0.3913,,-0.5
420,2,0,0,0,-0.1263,-0.113,,-0.1107,-0.5
